Grid_ID,Latitude,Longitude,Elevation,Land_Use,Avg_Precipitation,Soil_Type,Drainage_Capacity,Coastal_Distance,Historical_Floods,Flood_Risk_Label
G0984,8.037569,76.966048,6,Industrial,1626.9,Clay,Medium,3.72,1,Low
G0985,8.364094,76.761038,16,Urban,1548.77,Clay,High,9.5,0,Low
G0986,8.247746,76.950773,1,Agriculture,2148.37,Clay,Medium,3.36,1,Low
G0987,8.344201,76.702541,11,Urban,1314.75,Loam,Low,1.04,1,Moderate
G0988,8.217414,76.298052,41,Agriculture,1477.68,Clay,Low,9.97,2,Low
G0989,8.123201,76.105365,17,Industrial,911.07,Peat,High,2.75,1,Low
G0990,8.409551,76.781824,10,Agriculture,1848.2,Clay,Medium,8.53,2,Low
G0991,8.399708,76.644149,15,Agriculture,1260.34,Sandy,Low,1.74,1,Moderate
G0992,8.347348,76.048186,48,Wetland,1817.14,Peat,Low,7.34,3,High
G0993,8.136073,76.36005,17,Industrial,1785.61,Sandy,Low,5.29,0,Low
G0994,8.295115,76.9568,34,Forest,2204.73,Sandy,Medium,9.81,1,Low
G0995,8.180487,76.500401,25,Forest,1694.78,Loam,Medium,5.57,0,Low
G0996,8.045791,76.432729,15,Industrial,1393.17,Loam,High,0.35,1,Low
G0997,8.458657,76.4577,5,Forest,1636.09,Sandy,Low,6.08,4,High
G0998,8.068409,76.208883,43,Industrial,1272.22,Sandy,Low,1.54,1,Moderate
G0999,8.475119,76.368707,42,Forest,1595.75,Clay,High,8.01,1,Low
G1000,8.223003,76.369813,46,Wetland,1439.73,Peat,Low,8.58,0,Low
G1001,8.092566,76.052355,46,Forest,1478.9,Clay,High,4.87,3,Low
G1002,8.27095,76.767568,47,Agriculture,1230.49,Loam,High,7.85,2,Low
G1003,8.436473,76.416504,41,Industrial,1590.13,Loam,Low,1.54,0,Moderate
G1004,8.366112,76.82218,11,Urban,1747.27,Clay,Medium,4.97,2,Low
G1005,8.403281,76.850348,12,Urban,1004.37,Peat,Medium,4.0,0,Low
G1006,8.329392,76.211994,3,Industrial,1293.42,Sandy,Medium,6.15,0,Low
G1007,8.346138,76.657353,38,Wetland,1550.41,Clay,Medium,0.54,2,Low
G1008,8.424598,76.472282,1,Forest,795.81,Loam,Low,7.55,2,Moderate
G1009,8.124834,76.880157,25,Wetland,2022.08,Peat,High,0.88,0,Moderate
G1010,8.244712,76.215741,26,Urban,1286.67,Loam,High,6.6,2,Low
G1011,8.110605,76.677813,26,Industrial,1218.57,Peat,Low,0.28,3,High
G1012,8.493834,76.607752,14,Industrial,1437.8,Peat,Medium,8.34,1,Low
G1013,8.47203,76.295301,7,Wetland,1541.21,Peat,High,1.83,1,Moderate
G1014,8.019713,76.136601,6,Wetland,1273.06,Clay,Low,5.2,1,Moderate
G1015,8.352788,76.65164,46,Forest,1794.12,Clay,Low,2.69,2,Low
G1016,8.462624,76.738597,45,Agriculture,1619.91,Clay,Medium,7.25,2,Low
G1017,8.090288,76.315627,39,Agriculture,1248.83,Peat,Low,3.28,2,Low
G1018,8.283973,76.644833,11,Forest,1343.28,Peat,High,7.27,2,Low
G1019,8.457744,76.395131,12,Agriculture,1044.97,Loam,High,2.92,2,Low
G1020,8.016973,76.713207,42,Urban,1124.0,Sandy,Low,7.55,2,Low
G1021,8.34871,76.199215,16,Agriculture,1616.28,Clay,High,0.4,0,Low
G1022,8.148675,76.890215,16,Forest,1251.94,Peat,Low,2.9,1,Low
G1023,8.462198,76.28741,35,Agriculture,2041.29,Loam,High,5.04,3,Moderate
G1024,8.485529,76.367786,20,Industrial,1521.28,Loam,Medium,0.55,1,Low
G1025,8.472133,76.058092,7,Wetland,1094.15,Loam,High,1.94,3,High
G1026,8.237107,76.111512,4,Urban,1157.0,Clay,Medium,9.35,0,Low
G1027,8.431021,76.515862,25,Industrial,1815.89,Clay,Medium,9.77,3,Moderate
G1028,8.422275,76.267593,15,Industrial,1477.05,Sandy,Low,7.42,3,Moderate
G1029,8.15955,76.83548,35,Forest,1797.6,Loam,Medium,2.6,2,Low
G1030,8.414458,76.014693,27,Wetland,1390.05,Clay,High,2.68,0,Low
G1031,8.018504,76.379094,28,Wetland,1331.93,Loam,High,6.49,1,Low
G1032,8.298135,76.337346,46,Urban,1835.83,Peat,Medium,1.26,1,Moderate
G1033,8.115004,76.019328,11,Forest,1242.43,Loam,Low,9.49,3,Moderate
G1034,8.060283,76.124368,36,Urban,1646.72,Sandy,Medium,2.33,1,Low
G1035,8.038477,76.413643,29,Agriculture,1436.46,Clay,High,10.0,2,Low
G1036,8.348144,76.492865,22,Industrial,1763.62,Peat,High,5.01,0,Low
G1037,8.169937,76.40429,15,Urban,2045.55,Clay,Medium,7.74,1,Low
G1038,8.362383,76.530938,13,Industrial,1382.35,Peat,Medium,0.12,1,Low
G1039,8.032678,76.595132,9,Forest,1335.86,Loam,Medium,8.9,1,Low
G1040,8.157645,76.009924,6,Agriculture,1699.74,Loam,High,2.77,2,Low
G1041,8.269746,76.464095,44,Forest,1175.4,Sandy,High,6.71,1,Low
G1042,8.395362,76.963499,36,Agriculture,1984.94,Sandy,High,8.08,0,Low
G1043,8.159376,76.519032,28,Agriculture,1933.81,Peat,Low,1.73,0,High
G1044,8.312946,76.677542,2,Industrial,1200.26,Sandy,High,4.48,0,Low
G1045,8.442989,76.311864,14,Forest,1025.06,Sandy,High,4.99,7,Low
G1046,8.307932,76.773991,35,Forest,1151.83,Sandy,Low,3.19,0,Low
G1047,8.11648,76.772921,46,Urban,1156.39,Sandy,Low,4.87,3,Moderate
G1048,8.0122,76.521296,45,Forest,1740.53,Loam,Low,3.24,2,Low
G1049,8.435049,76.976014,18,Urban,1964.75,Sandy,Low,3.67,2,Moderate
G1050,8.010635,76.12555,12,Wetland,1737.04,Loam,Low,6.73,1,Low
G1051,8.437351,76.016948,41,Wetland,1429.14,Loam,Low,6.36,2,Low
G1052,8.264469,76.770158,20,Wetland,1602.75,Clay,Medium,2.4,1,Low
G1053,8.469534,76.807156,36,Forest,1239.07,Loam,Medium,8.99,0,Low
G1054,8.399392,76.120207,26,Forest,1829.16,Loam,Medium,8.64,1,Low
G1055,8.498967,76.265583,28,Urban,1629.61,Sandy,Medium,5.14,2,Low
G1056,8.175356,76.017552,19,Agriculture,1731.96,Loam,High,4.39,0,Low
G1057,8.383594,76.293309,24,Urban,1281.74,Peat,Low,3.83,1,Low
G1058,8.200965,76.773142,5,Wetland,1449.42,Sandy,High,7.1,3,Moderate
G1059,8.239938,76.517961,35,Urban,1717.52,Sandy,Low,6.75,1,Low
G1060,8.313753,76.348096,1,Agriculture,1933.05,Sandy,Low,2.04,3,High
G1061,8.436839,76.371739,21,Forest,1317.57,Clay,High,6.75,1,Low
G1062,8.492042,76.001354,31,Urban,1734.14,Sandy,Medium,2.6,0,Low
G1063,8.384137,76.299801,15,Wetland,1286.38,Loam,High,0.28,0,Low
G1064,8.208883,76.646459,17,Wetland,2135.16,Peat,High,7.02,2,Low
G1065,8.210679,76.974194,4,Forest,1375.55,Sandy,Low,6.48,0,Moderate
G1066,8.368791,76.847061,35,Urban,1693.05,Sandy,Low,4.17,1,Low
G1067,8.119389,76.023595,29,Agriculture,1549.68,Peat,Low,5.3,2,Low
G1068,8.055237,76.898561,44,Forest,2281.59,Sandy,Medium,9.48,2,Low
G1069,8.177311,76.783198,18,Urban,1568.97,Clay,High,5.99,1,Low
G1070,8.143619,76.780376,22,Industrial,1345.48,Loam,High,6.61,1,Low
G1071,8.148154,76.457996,33,Wetland,1691.85,Peat,Medium,0.73,2,Low
G1072,8.116804,76.398005,12,Agriculture,1685.17,Peat,High,1.74,2,Low
G1073,8.021047,76.302916,42,Agriculture,1452.76,Clay,High,3.08,2,Low
G1074,8.008937,76.065695,28,Agriculture,1171.57,Loam,Low,5.44,1,Low
G1075,8.493861,76.228235,35,Wetland,1341.6,Clay,Medium,7.79,2,Low
G1076,8.213887,76.246604,21,Urban,1764.45,Loam,Low,3.28,2,Low
G1077,8.192163,76.484077,46,Forest,975.77,Clay,Medium,3.63,0,Low
G1078,8.339824,76.747444,35,Urban,1425.59,Sandy,Low,2.64,0,Low
G1079,8.109127,76.47381,8,Forest,1798.46,Clay,High,2.62,2,Low
G1080,8.474981,76.057844,38,Agriculture,1471.95,Peat,Medium,9.49,0,Low
G1081,8.393173,76.95779,18,Urban,2152.11,Peat,Medium,6.39,2,Low
G1082,8.044706,76.942724,37,Agriculture,976.6,Peat,Low,1.64,2,Moderate
G1083,8.20879,76.78519,5,Industrial,1211.59,Clay,Medium,7.25,2,Low
G1084,8.439559,76.991328,46,Agriculture,805.61,Peat,High,7.25,2,Low
G1085,8.472366,76.544482,14,Agriculture,2098.11,Peat,High,6.7,1,Low
G1086,8.233701,76.962768,19,Forest,1216.5,Sandy,High,1.43,0,Low
G1087,8.306706,76.075605,8,Industrial,903.92,Sandy,Low,4.14,1,Moderate
G1088,8.083517,76.365681,31,Agriculture,1316.42,Loam,Medium,1.16,1,Low
G1089,8.495584,76.225381,3,Agriculture,1082.16,Loam,Low,8.18,1,Moderate
G1090,8.115836,76.195833,49,Industrial,1318.56,Loam,High,6.59,1,Low
G1091,8.471366,76.140803,17,Industrial,1512.37,Clay,Medium,5.12,1,Low
G1092,8.324823,76.622414,4,Urban,1741.48,Loam,High,3.5,0,Low
G1093,8.303868,76.781322,19,Forest,1447.6,Clay,Medium,1.92,0,Low
G1094,8.256344,76.578298,22,Industrial,1507.59,Clay,Medium,1.15,2,Low
G1095,8.115335,76.146963,10,Industrial,1325.52,Loam,Low,9.7,2,Low
G1096,8.088264,76.811124,36,Wetland,1046.49,Loam,Medium,2.08,0,Low
G1097,8.110243,76.635955,21,Industrial,946.04,Clay,High,0.69,2,Low
G1098,8.093219,76.388166,3,Forest,1390.65,Sandy,Medium,9.62,1,Low
G1099,8.389792,76.67413,28,Agriculture,1525.39,Peat,High,5.53,1,Low
G1100,8.175063,76.259905,43,Agriculture,1368.42,Peat,Low,7.99,1,Low
G1101,8.028921,76.345192,33,Agriculture,957.2,Peat,High,0.53,1,Low
G1102,8.484551,76.917486,12,Agriculture,1560.42,Sandy,Medium,5.71,3,Low
G1103,8.441893,76.290505,41,Wetland,1988.79,Clay,High,4.04,2,Low
G1104,8.463876,76.469988,8,Industrial,1465.61,Loam,High,7.74,0,Low
G1105,8.497454,76.890141,41,Agriculture,1326.14,Clay,Medium,0.48,3,Moderate
G1106,8.086948,76.707721,30,Urban,1481.85,Clay,High,4.08,1,Low
G1107,8.198121,76.062203,6,Agriculture,1168.69,Loam,Medium,8.01,2,Low
G1108,8.379119,76.147303,3,Industrial,1149.33,Sandy,Low,5.27,4,High
G1109,8.34801,76.007842,18,Agriculture,1635.42,Peat,High,5.55,3,Low
G1110,8.076948,76.630922,41,Wetland,1797.1,Peat,Low,1.06,1,Moderate
G1111,8.407917,76.447673,29,Forest,1455.87,Clay,High,1.41,1,Low
G1112,8.11222,76.134275,30,Forest,907.87,Sandy,High,6.8,0,Low
G1113,8.111909,76.957934,34,Industrial,1606.0,Peat,Low,6.78,4,Moderate
G1114,8.268487,76.52966,20,Forest,2120.21,Sandy,High,9.79,0,Low
G1115,8.29647,76.241893,30,Forest,1426.83,Loam,High,7.15,2,Low
G1116,8.290043,76.500604,18,Urban,1446.65,Clay,Low,4.98,3,Moderate
G1117,8.045743,76.67962,30,Industrial,1238.21,Clay,High,8.59,3,Low
G1118,8.43873,76.076239,31,Industrial,1644.41,Sandy,Medium,1.13,2,Low
G1119,8.1328,76.274704,1,Forest,1298.7,Peat,High,4.55,0,Low
G1120,8.064757,76.806965,9,Forest,1806.45,Sandy,High,2.94,2,Low
G1121,8.444374,76.459665,1,Forest,1302.73,Loam,High,1.14,0,Moderate
G1122,8.477826,76.546577,1,Wetland,1602.54,Peat,Low,7.66,2,Moderate
G1123,8.431064,76.432816,23,Agriculture,1486.1,Peat,Medium,5.16,1,Low
G1124,8.404758,76.0439,16,Wetland,1966.53,Sandy,Medium,5.61,0,Low
G1125,8.327621,76.16575,31,Industrial,1622.84,Loam,High,4.17,2,Low
G1126,8.275429,76.445542,15,Urban,1916.1,Peat,Low,4.66,1,Moderate
G1127,8.043493,76.209185,15,Agriculture,1532.59,Clay,Low,1.25,1,Moderate
G1128,8.204227,76.049979,45,Urban,1448.78,Loam,Medium,6.76,1,Low
G1129,8.186344,76.84365,38,Industrial,1488.54,Peat,Low,4.38,1,Low
G1130,8.129877,76.981193,30,Industrial,1268.58,Sandy,High,8.19,3,Low
G1131,8.36171,76.793143,42,Urban,1659.5,Peat,High,2.04,3,Low
G1132,8.247938,76.853785,23,Urban,1292.89,Clay,Low,2.13,3,Moderate
G1133,8.040523,76.241977,0,Urban,1533.74,Loam,High,6.49,4,Moderate
G1134,8.110092,76.960627,10,Industrial,1756.56,Peat,Medium,8.48,1,Low
G1135,8.341629,76.196926,20,Forest,1975.06,Clay,High,4.77,1,Low
G1136,8.038065,76.95143,3,Urban,1548.86,Peat,Low,7.3,2,Moderate
G1137,8.425603,76.994819,6,Agriculture,1758.36,Peat,Medium,9.99,0,Low
G1138,8.247573,76.711723,25,Industrial,1722.57,Loam,High,9.9,3,Low
G1139,8.240293,76.981144,46,Wetland,1385.29,Sandy,Medium,7.47,2,Low
G1140,8.296204,76.56954,49,Wetland,2132.34,Sandy,Low,7.42,0,Moderate
G1141,8.41234,76.259542,11,Agriculture,1327.13,Clay,High,2.55,2,Low
G1142,8.173905,76.436996,30,Forest,1527.3,Clay,High,8.35,1,Low
G1143,8.339008,76.593561,16,Urban,1936.24,Clay,Medium,4.11,2,Low
G1144,8.282866,76.073082,32,Industrial,1928.84,Loam,High,9.62,2,Low
G1145,8.133514,76.622343,10,Urban,1504.3,Sandy,High,0.91,1,Low
G1146,8.439315,76.981178,27,Industrial,1797.13,Clay,High,4.41,1,Low
G1147,8.398713,76.190108,31,Wetland,1432.81,Clay,High,5.6,0,Low
G1148,8.329226,76.792595,0,Urban,1353.4,Peat,Low,4.11,3,High
G1149,8.425291,76.907899,46,Agriculture,1136.16,Peat,High,2.18,0,Low
G1150,8.433647,76.943702,27,Forest,1717.16,Clay,Medium,5.97,2,Low
G1151,8.354181,76.960136,41,Agriculture,1748.77,Peat,Low,7.58,0,Low
G1152,8.418507,76.52146,6,Forest,1329.63,Peat,Medium,6.48,3,Moderate
G1153,8.348736,76.977308,1,Urban,1580.43,Peat,Medium,2.42,2,Low
G1154,8.34007,76.75731,41,Urban,2295.3,Loam,Medium,7.34,1,Low
G1155,8.309306,76.161671,23,Forest,1844.0,Clay,Low,2.64,1,Moderate
G1156,8.376358,76.4769,3,Wetland,1229.55,Clay,Low,1.83,0,High
G1157,8.079303,76.718331,43,Industrial,1800.47,Peat,Low,6.94,0,Moderate
G1158,8.440435,76.24734,18,Agriculture,1230.94,Loam,High,8.44,3,Low
G1159,8.435922,76.640615,25,Agriculture,631.43,Peat,Medium,4.87,3,Low
G1160,8.014624,76.6666,10,Agriculture,1493.88,Loam,Low,5.36,1,Low
G1161,8.412908,76.1627,39,Urban,1968.96,Clay,Medium,3.1,0,Low
G1162,8.064435,76.565085,49,Agriculture,1919.23,Peat,Low,5.0,0,Moderate
G1163,8.167559,76.771627,42,Industrial,1613.17,Clay,Low,1.41,1,Moderate
G1164,8.371754,76.498896,10,Industrial,1337.48,Loam,Low,9.56,2,Low
G1165,8.08038,76.012103,44,Forest,1645.93,Sandy,Medium,8.02,1,Low
G1166,8.408984,76.009038,2,Urban,1419.25,Loam,High,6.71,1,Low
G1167,8.416067,76.357029,11,Industrial,1345.9,Sandy,Low,5.43,4,Moderate
G1168,8.253734,76.926194,2,Wetland,1818.6,Clay,Low,7.94,3,High
G1169,8.003193,76.228677,41,Urban,1342.19,Clay,Low,5.0,1,Low
G1170,8.143519,76.634364,26,Urban,1838.17,Peat,High,3.07,3,Moderate
G1171,8.308463,76.222076,48,Industrial,1322.34,Sandy,Medium,1.69,3,Moderate
G1172,8.490593,76.32167,1,Wetland,2117.55,Loam,Medium,6.51,2,Low
G1173,8.315907,76.848042,48,Forest,1007.81,Clay,Medium,9.3,2,Low
G1174,8.129902,76.728861,15,Industrial,1212.97,Sandy,Medium,1.62,3,Moderate
G1175,8.317003,76.095399,1,Wetland,1453.39,Loam,Low,1.88,4,High
G1176,8.269993,76.428702,29,Urban,904.79,Sandy,High,4.39,2,Low
G1177,8.389923,76.02917,19,Wetland,728.7,Loam,Low,8.09,5,Moderate
G1178,8.05349,76.48089,37,Urban,907.38,Loam,High,3.01,3,Low
G1179,8.380514,76.662434,27,Industrial,1412.37,Loam,Medium,2.61,1,Low
G1180,8.270633,76.118503,24,Industrial,1419.99,Loam,High,6.24,0,Low
G1181,8.481496,76.288885,31,Agriculture,1599.9,Sandy,Low,5.4,1,Low
G1182,8.170936,76.397837,9,Agriculture,1440.9,Sandy,Low,0.7,2,High
G1183,8.316311,76.919531,41,Agriculture,1589.85,Peat,Medium,0.91,0,Low
G1184,8.466014,76.993255,39,Industrial,1364.94,Sandy,Low,6.47,4,Moderate
G1185,8.051255,76.044911,32,Forest,1714.44,Sandy,Low,4.7,1,Low
G1186,8.468614,76.761008,12,Industrial,1678.29,Peat,High,9.71,4,Low
G1187,8.343943,76.371724,40,Wetland,1401.99,Sandy,Low,6.82,0,Low
G1188,8.033919,76.392458,41,Industrial,1659.9,Loam,Medium,0.2,2,Low
G1189,8.150482,76.754265,46,Industrial,1442.81,Clay,Medium,4.86,2,Low
G1190,8.354086,76.918426,36,Urban,1043.3,Clay,Low,4.2,0,Low
G1191,8.033675,76.950929,15,Urban,1771.35,Peat,Medium,1.16,2,Low
G1192,8.291085,76.577123,44,Urban,1227.96,Sandy,High,9.24,1,Low
G1193,8.172942,76.357121,21,Industrial,1768.15,Sandy,High,8.07,3,Low
G1194,8.310458,76.787549,19,Forest,1597.21,Peat,Low,2.38,3,Moderate
G1195,8.022871,76.251001,49,Wetland,1474.64,Clay,Low,2.63,1,Low
G1196,8.435768,76.564074,42,Wetland,936.9,Loam,High,0.42,0,Low
G1197,8.486744,76.358578,26,Forest,1961.92,Sandy,Medium,3.04,2,Low
G1198,8.484439,76.656631,40,Forest,1391.07,Peat,Low,5.89,1,Low
G1199,8.374826,76.240399,15,Wetland,1690.37,Loam,Low,4.27,2,Low
G1200,8.065043,76.191593,33,Agriculture,1465.81,Peat,Medium,9.7,1,Low
G1201,8.379132,76.918239,31,Urban,1418.57,Peat,Low,0.66,0,Moderate
G1202,8.012293,76.101804,25,Urban,1557.84,Peat,Medium,5.96,0,Low
G1203,8.011062,76.505958,24,Wetland,1507.97,Clay,Medium,8.6,2,Low
G1204,8.161805,76.220853,1,Forest,1419.9,Clay,Medium,4.86,0,Low
G1205,8.244322,76.03893,11,Agriculture,1483.41,Peat,Medium,0.13,2,Low
G1206,8.385204,76.036019,39,Wetland,1628.12,Sandy,Medium,2.5,1,Low
G1207,8.341648,76.175222,8,Urban,1649.35,Loam,High,3.31,3,Moderate
G1208,8.222951,76.86677,11,Industrial,1513.01,Sandy,Medium,9.66,1,Low
G1209,8.136813,76.282479,25,Forest,1686.28,Clay,High,9.13,1,Low
G1210,8.498562,76.950459,8,Industrial,1372.78,Loam,Medium,9.5,0,Low
G1211,8.213091,76.581622,9,Wetland,2167.47,Peat,Low,8.28,1,Moderate
G1212,8.225694,76.436614,31,Urban,1945.68,Sandy,High,3.58,0,Low
G1213,8.081812,76.580089,33,Agriculture,1728.73,Sandy,Low,9.07,1,Low
G1214,8.397405,76.516698,47,Industrial,917.53,Peat,Medium,9.82,1,Low
G1215,8.346841,76.758776,19,Agriculture,1681.81,Sandy,Medium,3.57,1,Low
G1216,8.110385,76.282496,38,Urban,1399.01,Clay,Low,2.68,0,Low
G1217,8.041191,76.35305,1,Industrial,1206.4,Peat,Medium,5.51,1,Low
G1218,8.34025,76.894094,0,Agriculture,1391.37,Sandy,Low,1.95,3,High
G1219,8.327256,76.946457,35,Agriculture,1239.65,Peat,Medium,0.42,2,Low
G1220,8.13663,76.892558,23,Industrial,1652.04,Loam,Medium,9.46,3,Low
G1221,8.475432,76.419448,26,Urban,1984.8,Peat,High,9.26,0,Low
G1222,8.075529,76.780366,1,Agriculture,1747.81,Sandy,Low,1.71,2,High
G1223,8.216167,76.476336,30,Wetland,2328.76,Clay,Medium,4.14,2,Low
G1224,8.471808,76.49754,13,Industrial,1033.92,Peat,Low,8.33,2,Low
G1225,8.209864,76.20468,1,Forest,1348.19,Peat,High,6.64,2,Low
G1226,8.319263,76.59113,28,Forest,1217.09,Sandy,Low,4.01,6,Moderate
G1227,8.198797,76.186136,14,Urban,1868.81,Clay,High,7.47,2,Low
G1228,8.137108,76.331565,11,Wetland,1433.83,Clay,Low,8.98,2,Low
G1229,8.491989,76.85503,36,Agriculture,1556.85,Loam,Low,9.27,0,Low
G1230,8.204667,76.207076,27,Forest,1690.11,Loam,High,3.85,1,Low
G1231,8.44705,76.071158,19,Urban,1063.56,Sandy,Medium,1.82,2,Low
G1232,8.114977,76.069008,38,Wetland,1313.6,Clay,Medium,9.14,1,Low
G1233,8.106552,76.940785,23,Wetland,1799.18,Clay,Medium,1.02,4,Moderate
G1234,8.015567,76.50692,20,Urban,1335.57,Loam,Low,7.24,1,Low
G1235,8.325833,76.409412,9,Urban,985.91,Loam,Low,1.49,1,High
G1236,8.184263,76.810879,45,Agriculture,1229.32,Sandy,Medium,3.95,1,Low
G1237,8.432179,76.835826,13,Urban,1414.12,Clay,Low,4.17,1,Low
G1238,8.236605,76.332191,36,Agriculture,1550.03,Peat,Low,1.67,4,High
G1239,8.484097,76.693618,17,Agriculture,1478.76,Loam,Medium,9.23,0,Low
G1240,8.092763,76.771123,23,Industrial,1315.73,Sandy,High,0.13,0,Low
G1241,8.434312,76.654651,13,Wetland,1781.79,Clay,Low,8.95,1,Low
G1242,8.388298,76.151595,33,Wetland,1461.28,Clay,Low,8.85,2,Low
G1243,8.385461,76.875883,11,Wetland,1562.82,Loam,Low,3.24,3,Moderate
G1244,8.422392,76.539095,21,Industrial,1331.71,Sandy,Low,7.07,0,Low
G1245,8.380512,76.282472,5,Agriculture,1952.68,Peat,High,2.6,2,Low
G1246,8.31311,76.425228,35,Agriculture,1382.51,Loam,Medium,7.61,0,Low
G1247,8.065622,76.037571,44,Urban,1522.41,Sandy,Low,5.66,2,Low
G1248,8.016263,76.127867,35,Industrial,1810.5,Clay,Medium,3.07,2,Low
G1249,8.460424,76.765547,21,Urban,1584.01,Peat,Low,4.06,1,Low
G1250,8.308325,76.000012,13,Industrial,1576.53,Sandy,High,6.93,2,Low
G1251,8.398269,76.416566,15,Urban,907.9,Peat,Medium,9.07,2,Low
G1252,8.240761,76.52251,35,Forest,1704.19,Sandy,High,1.39,0,Low
G1253,8.058654,76.054634,24,Wetland,1516.68,Sandy,Low,5.76,3,Moderate
G1254,8.062593,76.973078,31,Wetland,1662.47,Sandy,High,2.61,1,Low
G1255,8.342783,76.226125,32,Agriculture,1554.96,Sandy,High,8.03,2,Low
G1256,8.215153,76.304199,44,Forest,1332.25,Peat,Low,0.8,1,Moderate
G1257,8.100262,76.303943,35,Wetland,1768.29,Loam,Low,6.92,2,Low
G1258,8.245797,76.230417,19,Agriculture,1559.44,Peat,Medium,1.83,2,Low
G1259,8.032104,76.001474,17,Forest,1113.18,Sandy,Low,6.0,5,Moderate
G1260,8.290986,76.729345,37,Wetland,1892.56,Peat,Medium,8.37,2,Low
G1261,8.134497,76.966845,2,Urban,1070.86,Peat,High,7.58,1,Low
G1262,8.39878,76.224293,22,Industrial,1770.28,Peat,High,7.55,3,Low
G1263,8.155181,76.663047,31,Forest,1946.08,Sandy,Medium,5.23,0,Low
G1264,8.22761,76.741896,44,Agriculture,1168.11,Peat,Low,8.92,2,Low
G1265,8.00581,76.848425,15,Forest,1463.17,Clay,Low,5.92,1,Low
G1266,8.036223,76.422629,4,Agriculture,1435.22,Sandy,High,9.18,3,Moderate
G1267,8.196247,76.302931,3,Forest,1448.71,Peat,Medium,5.51,1,Low
G1268,8.239969,76.325295,20,Agriculture,2049.07,Clay,High,5.11,0,Low
G1269,8.30001,76.712621,39,Wetland,1171.58,Peat,High,2.3,0,Low
G1270,8.145831,76.816779,13,Urban,1408.03,Loam,Low,5.49,0,Low
G1271,8.347491,76.181614,38,Wetland,1951.0,Peat,Medium,1.49,0,Moderate
G1272,8.430061,76.370941,30,Urban,1403.12,Peat,High,8.71,0,Low
G1273,8.389925,76.90194,13,Wetland,1219.27,Loam,Low,6.79,0,Low
G1274,8.019809,76.806694,5,Wetland,1578.9,Sandy,High,9.94,3,Moderate
G1275,8.240253,76.984858,11,Forest,1741.69,Loam,High,1.01,2,Low
G1276,8.052465,76.754248,15,Industrial,1382.15,Sandy,Low,2.48,5,Moderate
G1277,8.121023,76.393195,16,Agriculture,1666.31,Loam,Low,8.78,0,Low
G1278,8.493331,76.590638,44,Agriculture,1087.02,Peat,Medium,4.01,0,Low
G1279,8.071248,76.661014,22,Agriculture,1103.69,Peat,High,4.72,1,Low
G1280,8.249444,76.078456,13,Urban,1367.97,Sandy,Medium,8.62,0,Low
G1281,8.309078,76.544497,6,Agriculture,1677.01,Sandy,Low,5.27,2,Moderate
G1282,8.351232,76.709321,45,Agriculture,1728.45,Clay,Low,2.02,1,Low
G1283,8.279824,76.167321,31,Forest,1145.4,Clay,High,8.93,1,Low
G1284,8.004885,76.780632,14,Wetland,1717.33,Peat,Medium,0.41,3,Moderate
G1285,8.163231,76.583773,43,Agriculture,1549.95,Peat,Medium,8.96,2,Low
G1286,8.258856,76.952222,16,Industrial,1236.24,Clay,High,0.6,1,Low
G1287,8.043933,76.042422,40,Agriculture,1099.74,Clay,High,6.69,1,Low
G1288,8.175313,76.265326,46,Urban,1568.95,Sandy,Medium,0.81,2,Low
G1289,8.016602,76.601554,43,Urban,1886.87,Loam,Low,7.09,1,Moderate
G1290,8.039289,76.29656,33,Urban,1510.66,Sandy,Low,0.44,1,Moderate
G1291,8.198462,76.714424,4,Agriculture,1219.52,Clay,High,8.44,0,Low
G1292,8.066358,76.759005,44,Forest,939.59,Peat,Medium,4.71,1,Low
G1293,8.28377,76.102516,26,Industrial,1958.85,Clay,Medium,1.03,1,Moderate
G1294,8.344732,76.513854,22,Agriculture,1812.56,Peat,Medium,7.1,0,Low
G1295,8.400293,76.508891,39,Forest,1590.62,Peat,Low,4.94,2,Low
G1296,8.100075,76.369281,13,Forest,1943.4,Peat,Low,1.99,1,High
G1297,8.083741,76.932925,14,Agriculture,1567.18,Peat,Medium,0.26,2,Low
G1298,8.052284,76.827506,42,Agriculture,1340.69,Loam,Medium,4.24,1,Low
G1299,8.318215,76.697209,32,Forest,1666.54,Clay,High,0.95,1,Low
G1300,8.353238,76.714327,30,Forest,1251.08,Sandy,High,1.03,4,Moderate
G1301,8.015793,76.461716,34,Forest,1201.31,Peat,Medium,2.75,1,Low
G1302,8.468106,76.920995,16,Agriculture,1731.48,Peat,Medium,6.34,1,Low
G1303,8.025986,76.694595,27,Forest,1756.73,Sandy,Low,5.35,3,Moderate
G1304,8.270648,76.728981,18,Urban,1117.88,Sandy,Medium,0.78,0,Low
G1305,8.35453,76.861691,45,Agriculture,1128.96,Peat,High,9.69,2,Low
G1306,8.435485,76.274072,22,Urban,1366.49,Sandy,Low,8.88,2,Low
G1307,8.357043,76.807071,31,Wetland,1286.61,Sandy,High,2.67,1,Low
G1308,8.400864,76.195241,39,Agriculture,1642.95,Loam,High,1.31,0,Low
G1309,8.169725,76.345342,12,Wetland,1514.41,Sandy,Low,9.43,0,Low
G1310,8.407413,76.33561,19,Forest,1849.47,Clay,High,4.67,2,Low
G1311,8.040057,76.978525,34,Forest,1595.18,Clay,Medium,3.18,1,Low
